-999 -999 -40.1915 -0.574478
-999 -949 -40.2382 -0.618432
-999 -899 -40.2926 -0.663673
-999 -849 -40.3556 -0.709502
-999 -799 -40.428 -0.754974
-999 -749 -40.5107 -0.798869
-999 -699 -40.6042 -0.839655
-999 -649 -40.7088 -0.875476
-999 -599 -40.8246 -0.904161
-999 -549 -40.9509 -0.923259
-999 -499 -41.0865 -0.930128
-999 -449 -41.2296 -0.922069
-999 -399 -41.3771 -0.89652
-999 -349 -41.5254 -0.851299
-999 -299 -41.67 -0.784884
-999 -249 -41.8056 -0.696694
-999 -199 -41.9267 -0.587335
-999 -149 -42.0277 -0.458754
-999 -99 -42.1038 -0.314273
-999 -49 -42.1509 -0.158442
-999 1 -42.1665 0.00325298
-999 51 -42.1496 0.164826
-999 101 -42.1013 0.320304
-999 151 -42.0241 0.464229
-999 201 -41.9222 0.592096
-999 251 -41.8004 0.700637
-999 301 -41.6643 0.787959
-999 351 -41.5195 0.853507
-999 401 -41.3711 0.897907
-999 451 -41.2237 0.922711
-999 501 -41.081 0.930122
-999 551 -40.9457 0.922712
-999 601 -40.8197 0.903181
-999 651 -40.7044 0.874165
-999 701 -40.6002 0.838105
-999 751 -40.5072 0.797162
-999 801 -40.4249 0.753177
-999 851 -40.3529 0.707668
-999 901 -40.2902 0.661847
-999 951 -40.2362 0.616645
-949 -999 -40.1746 -0.618432
-949 -949 -40.2234 -0.670149
-949 -899 -40.281 -0.724172
-949 -849 -40.3486 -0.779816
-949 -799 -40.4274 -0.836103
-949 -749 -40.5186 -0.891703
-949 -699 -40.6232 -0.944876
-949 -649 -40.742 -0.993436
-949 -599 -40.8752 -1.03473
-949 -549 -41.0226 -1.06566
-949 -499 -41.183 -1.08279
-949 -449 -41.3545 -1.08244
-949 -399 -41.5337 -1.06102
-949 -349 -41.716 -1.01527
-949 -299 -41.8958 -0.942739
-949 -249 -42.0661 -0.842156
-949 -199 -42.2196 -0.713856
-949 -149 -42.3487 -0.560048
-949 -99 -42.4464 -0.384913
-949 -49 -42.5072 -0.194439
-949 1 -42.5273 0.00399464
-949 51 -42.5055 0.202264
-949 101 -42.4432 0.392258
-949 151 -42.3441 0.566644
