-999 -999 0 0
-999 -949 0 0
-999 -899 0 0
-999 -849 0 0
-999 -799 0 0
-999 -749 0 0
-999 -699 0 0
-999 -649 0 0
-999 -599 0 0
-999 -549 0 0
-999 -499 0 0
-999 -449 0 0
-999 -399 0 0
-999 -349 0 0
-999 -299 0 0
-999 -249 0 0
-999 -199 0 0
-999 -149 0 0
-999 -99 0 0
-999 101 0 0
-999 151 0 0
-999 201 0 0
-999 251 0 0
-999 301 0 0
-999 351 0 0
-999 401 0 0
-999 451 0 0
-999 501 0 0
-999 551 0 0
-999 601 0 0
-999 651 0 0
-999 701 0 0
-999 751 0 0
-999 801 0 0
-999 851 0 0
-999 901 0 0
-999 951 0 0

-949 -999 0 0
-949 -949 0 0
-949 -899 0 0
-949 -849 0 0
-949 -799 0 0
-949 -749 0 0
-949 -699 0 0
-949 -649 0 0
-949 -599 0 0
-949 -549 0 0
-949 -499 0 0
-949 -449 0 0
-949 -399 0 0
-949 -349 0 0
-949 -299 -29.7801 -9.38276
-949 -249 -30.6278 -8.03615
-949 -199 -31.3575 -6.57548
-949 -149 -31.9487 -5.01618
-949 -99 -32.3839 -3.37829
-949 -49 -32.6493 -1.68579
-949 1 -32.7363 0.0344955
-949 51 -32.642 1.75421
-949 101 -32.3697 3.44503
-949 151 -31.928 5.08021
-949 201 -31.3308 6.63592
-949 251 -30.596 8.09229
-949 301 -29.744 9.43408
-949 351 0 0
-949 401 0 0
-949 451 0 0
-949 501 0 0
-949 551 0 0
-949 601 0 0
-949 651 0 0
-949 701 0 0
-949 751 0 0
-949 801 0 0
-949 851 0 0
-949 901 0 0
-949 951 0 0

-899 -999 0 0
-899 -949 0 0
-899 -899 0 0
-899 -849 0 0
-899 -799 0 0
-899 -749 0 0
-899 -699 0 0
-899 -649 0 0
-899 -599 0 0
-899 -549 0 0
-899 -499 0 0
-899 -449 0 0
-899 -399 -28.8701 -12.8133
-899 -349 -30.0311 -11.6583
-899 -299 -31.1151 -10.3486
-899 -249 -32.0949 -8.88944
-899 -199 -32.9429 -7.29212
-899 -149 -33.6331 -5.57434
-899 -99 -34.143 -3.7599
-899 -49 -34.4547 -1.87795
-899 1 -34.557 0.0384393
-899 51 -34.4462 1.95412
-899 101 -34.1263 3.83398
-899 151 -33.6088 5.64508
-899 201 -32.9118 7.35847
-899 251 -32.058 8.95056
-899 301 -31.0736 10.4039
-899 351 -29.986 11.7075
-899 401 -28.8224 12.8563
-899 451 0 0
-899 501 0 0
-899 551 0 0
-899 601 0 0
-899 651 0 0
-899 701 0 0
-899 751 0 0
-899 801 0 0
-899 851 0 0
-899 901 0 0
-899 951 0 0

-849 -999 0 0
-849 -949 0 0
-849 -899 0 0
-849 -849 0 0
-849 -799 0 0
-849 -749 0 0
-849 -699 0 0
-849 -649 0 0
-849 -599 0 0
-849 -549 0 0
-849 -499 -27.197 -15.985
-849 -449 -28.5945 -15.1224
-849 -399 -29.9723 -14.0859
-849 -349 -31.3026 -12.8676
-849 -299 -32.5544 -11.465
-849 -249 -33.6939 -9.88195
-849 -199 -34.6865 -8.13027
-849 -149 -35.4988 -6.23005
-849 -99 -36.1013 -4.20968
-849 -49 -36.4707 -2.1049
-849 1 -36.5921 0.0431002
-849 51 -36.4606 2.19021
-849 101 -36.0815 4.29238
-849 151 -35.4702 6.30858
-849 201 -34.65 8.20335
-849 251 -33.6509 9.94862
-849 301 -32.5063 11.5246
-849 351 -31.2507 12.9199
-849 401 -29.9179 14.1308
-849 451 -28.5389 15.1602
-849 501 -27.141 16.0161
-849 551 0 0
-849 601 0 0
-849 651 0 0
-849 701 0 0
-849 751 0 0
-849 801 0 0
-849 851 0 0
-849 901 0 0
-849 951 0 0

-799 -999 0 0
-799 -949 0 0
-799 -899 0 0
-799 -849 0 0
-799 -799 0 0
-799 -749 0 0
-799 -699 0 0
-799 -649 0 0
-799 -599 -24.892 -18.6612
-799 -549 -26.4123 -18.1481
-799 -499 -27.9719 -17.4693
-799 -449 -29.5503 -16.6059
-799 -399 -31.1212 -15.5411
-799 -349 -32.6523 -14.2624
-799 -299 -34.1059 -12.763
-799 -249 -35.4401 -11.0445
-799 -199 -36.611 -9.11837
-799 -149 -37.5753 -7.00715
-799 -99 -38.2941 -4.74482
-799 -49 -38.7364 -2.37557
